diyogon 36347 Sun Aug 28 17:38:11 2016

Avatar 0:(4,34) Moving north.
0:(4,33) 1:(17,21) 2:(3,30) Avatar 1:(17,21) Moving north.
0:(34,25) 1:(6,15) 2:(6,15) Avatar 1:(6,15) Moving south.
0:(34,25) 1:(6,16) 2:(6,15) Avatar 2:(6,15) Moving south.
0:(34,25) 1:(6,16) 2:(6,16) Avatar 0:(34,25) Moving south.
0:(34,26) 1:(6,16) 2:(6,16) Avatar 1:(6,16) Sleeping.
0:(34,26) 1:(6,16) 2:(6,16) Avatar 2:(6,16) Moving east.
0:(34,26) 1:(6,16) 2:(6,16) Avatar 0:(34,26) Moving east.
0:(35,26) 1:(6,16) 2:(6,16) Avatar 1:(6,16) Moving west.
0:(35,26) 1:(5,16) 2:(6,16) Avatar 2:(6,16) Moving west.
0:(35,26) 1:(5,16) 2:(5,16) Avatar 0:(35,26) Moving north.
0:(35,26) 1:(5,16) 2:(5,16) Avatar 1:(5,16) Sleeping.
0:(35,26) 1:(5,16) 2:(5,16) Avatar 2:(5,16) Moving west.
0:(35,26) 1:(5,16) 2:(5,16) Avatar 0:(35,26) Moving east.
0:(36,26) 1:(5,16) 2:(5,16) Avatar 1:(5,16) Moving south.
0:(36,26) 1:(5,17) 2:(5,16) Avatar 2:(5,16) Moving south.
0:(36,26) 1:(5,17) 2:(5,17) Avatar 0:(36,26) Moving north.
0:(36,26) 1:(5,17) 2:(5,17) Avatar 1:(5,17) Sleeping.
0:(36,26) 1:(5,17) 2:(5,17) Avatar 2:(5,17) Moving south.
0:(36,26) 1:(5,17) 2:(5,17) Avatar 0:(36,26) Moving east.
0:(37,26) 1:(5,17) 2:(5,17) Avatar 1:(5,17) Sleeping.
0:(37,26) 1:(5,17) 2:(5,17) Avatar 2:(5,17) Moving west.
0:(37,26) 1:(5,17) 2:(5,17) Avatar 0:(37,26) Moving north.
0:(37,26) 1:(5,17) 2:(5,17) Avatar 1:(5,17) Moving east.
0:(37,26) 1:(6,17) 2:(5,17) Avatar 2:(5,17) Moving east.
0:(37,26) 1:(6,17) 2:(6,17) Avatar 0:(37,26) Moving east.
0:(38,26) 1:(6,17) 2:(6,17) Avatar 1:(6,17) Moving south.
0:(38,26) 1:(6,18) 2:(6,17) Avatar 2:(6,17) Moving south.
0:(38,26) 1:(6,18) 2:(6,18) Avatar 0:(38,26) Moving north.
0:(38,26) 1:(6,18) 2:(6,18) Avatar 1:(6,18) Sleeping.
0:(38,26) 1:(6,18) 2:(6,18) Avatar 2:(6,18) Moving west.
0:(38,26) 1:(6,18) 2:(5,18) Avatar 0:(38,26) Moving east.
0:(38,26) 1:(6,18) 2:(5,18) Avatar 1:(6,18) Moving west.
0:(38,26) 1:(5,18) 2:(5,18) Avatar 2:(5,18) Moving west.
0:(38,26) 1:(5,18) 2:(4,18) Avatar 0:(38,26) Moving south.
0:(38,26) 1:(5,18) 2:(4,18) Avatar 1:(5,18) Moving west.
0:(38,26) 1:(4,18) 2:(4,18) Avatar 2:(4,18) Moving north.
0:(38,26) 1:(4,18) 2:(4,18) Avatar 0:(38,26) Moving west.
0:(37,26) 1:(4,18) 2:(4,18) Avatar 1:(4,18) Sleeping.
0:(37,26) 1:(4,18) 2:(4,18) Avatar 2:(4,18) Moving west.
0:(37,26) 1:(4,18) 2:(3,18) Avatar 0:(37,26) Moving south.
0:(37,27) 1:(4,18) 2:(3,18) Avatar 1:(4,18) Moving west.
0:(37,27) 1:(3,18) 2:(3,18) Avatar 2:(3,18) Moving north.
0:(37,27) 1:(3,18) 2:(3,18) Avatar 0:(37,27) Moving east.
0:(37,27) 1:(3,18) 2:(3,18) Avatar 1:(3,18) Sleeping.
0:(37,27) 1:(3,18) 2:(3,18) Avatar 2:(3,18) Moving west.
0:(37,27) 1:(3,18) 2:(2,18) Avatar 0:(37,27) Moving south.
0:(37,27) 1:(3,18) 2:(2,18) Avatar 1:(3,18) Moving west.
0:(37,27) 1:(2,18) 2:(2,18) Avatar 2:(2,18) Moving north.
0:(37,27) 1:(2,18) 2:(2,17) Avatar 0:(37,27) Moving west.
0:(36,27) 1:(2,18) 2:(2,17) Avatar 1:(2,18) Moving north.
0:(36,27) 1:(2,17) 2:(2,17) Avatar 2:(2,17) Moving north.
0:(36,27) 1:(2,17) 2:(2,17) Avatar 0:(36,27) Moving north.
0:(36,27) 1:(2,17) 2:(2,17) Avatar 1:(2,17) Sleeping.
0:(36,27) 1:(2,17) 2:(2,17) Avatar 2:(2,17) Moving east.
0:(36,27) 1:(2,17) 2:(2,17) Avatar 0:(36,27) Moving south.
0:(36,27) 1:(2,17) 2:(2,17) Avatar 1:(2,17) Sleeping.
0:(36,27) 1:(2,17) 2:(2,17) Avatar 2:(2,17) Moving west.
0:(36,27) 1:(2,17) 2:(1,17) Avatar 0:(36,27) Moving west.
0:(35,27) 1:(2,17) 2:(1,17) Avatar 1:(2,17) Moving west.
0:(35,27) 1:(1,17) 2:(1,17) Avatar 2:(1,17) Moving north.
0:(35,27) 1:(1,17) 2:(1,17) Avatar 0:(35,27) Moving north.
0:(35,27) 1:(1,17) 2:(1,17) Avatar 1:(1,17) Sleeping.
0:(35,27) 1:(1,17) 2:(1,17) Avatar 2:(1,17) Moving south.
0:(35,27) 1:(1,17) 2:(1,17) Avatar 0:(35,27) Moving south.
0:(35,27) 1:(1,17) 2:(1,17) Avatar 1:(1,17) Sleeping.
0:(35,27) 1:(1,17) 2:(1,17) Avatar 2:(1,17) Moving west.
0:(35,27) 1:(1,17) 2:(0,17) Avatar 0:(35,27) Moving west.
0:(35,27) 1:(1,17) 2:(0,17) Avatar 1:(1,17) Moving west.
0:(35,27) 1:(0,17) 2:(0,17) Avatar 2:(0,17) Moving north.
0:(35,27) 1:(0,17) 2:(0,16) Avatar 0:(35,27) Moving east.
0:(36,27) 1:(0,17) 2:(0,16) Avatar 1:(0,17) Moving north.
0:(36,27) 1:(0,16) 2:(0,16) Avatar 2:(0,16) Moving north.
0:(36,27) 1:(0,16) 2:(0,16) Avatar 0:(36,27) Moving east.
0:(37,27) 1:(0,16) 2:(0,16) Avatar 1:(0,16) Sleeping.
0:(37,27) 1:(0,16) 2:(0,16) Avatar 2:(0,16) Moving east.
0:(37,27) 1:(0,16) 2:(1,16) Avatar 0:(37,27) Moving north.
0:(37,26) 1:(0,16) 2:(1,16) Avatar 1:(0,16) Moving east.
0:(37,26) 1:(1,16) 2:(1,16) Avatar 2:(1,16) Moving north.
0:(37,26) 1:(1,16) 2:(1,15) Avatar 0:(37,26) Moving west.
0:(36,26) 1:(1,16) 2:(1,15) Avatar 1:(1,16) Moving north.
0:(36,26) 1:(1,15) 2:(1,15) Avatar 2:(1,15) Moving north.
0:(36,26) 1:(1,15) 2:(1,14) Avatar 0:(36,26) Moving west.
0:(35,26) 1:(1,15) 2:(1,14) Avatar 1:(1,15) Moving north.
0:(35,26) 1:(1,14) 2:(1,14) Avatar 2:(1,14) Moving north.
0:(35,26) 1:(1,14) 2:(1,14) Avatar 0:(35,26) Moving west.
0:(34,26) 1:(1,14) 2:(1,14) Avatar 1:(1,14) Sleeping.
0:(34,26) 1:(1,14) 2:(1,14) Avatar 2:(1,14) Moving east.
0:(34,26) 1:(1,14) 2:(1,14) Avatar 0:(34,26) Moving south.
0:(34,27) 1:(1,14) 2:(1,14) Avatar 1:(1,14) Sleeping.
0:(34,27) 1:(1,14) 2:(1,14) Avatar 2:(1,14) Moving west.
0:(34,27) 1:(1,14) 2:(0,14) Avatar 0:(34,27) Moving south.
0:(34,27) 1:(1,14) 2:(0,14) Avatar 1:(1,14) Moving west.
0:(34,27) 1:(0,14) 2:(0,14) Avatar 2:(0,14) Moving north.
0:(34,27) 1:(0,14) 2:(0,13) Avatar 0:(34,27) Moving west.
0:(33,27) 1:(0,14) 2:(0,13) Avatar 1:(0,14) Moving north.
0:(33,27) 1:(0,13) 2:(0,13) Avatar 2:(0,13) Moving north.
0:(33,27) 1:(0,13) 2:(0,12) Avatar 0:(33,27) Moving north.
0:(33,26) 1:(0,13) 2:(0,12) Avatar 1:(0,13) Moving north.
0:(33,26) 1:(0,12) 2:(0,12) Avatar 2:(0,12) Moving north.
0:(33,26) 1:(0,12) 2:(0,11) Avatar 0:(33,26) Moving north.
0:(33,25) 1:(0,12) 2:(0,11) Avatar 1:(0,12) Moving north.
0:(33,25) 1:(0,11) 2:(0,11) Avatar 2:(0,11) Moving north.
0:(33,25) 1:(0,11) 2:(0,11) Avatar 0:(33,25) Moving north.
0:(33,25) 1:(0,11) 2:(0,11) Avatar 1:(0,11) Sleeping.
0:(33,25) 1:(0,11) 2:(0,11) Avatar 2:(0,11) Moving east.
0:(33,25) 1:(0,11) 2:(1,11) Avatar 0:(33,25) Moving east.
0:(33,25) 1:(0,11) 2:(1,11) Avatar 1:(0,11) Moving east.
0:(33,25) 1:(1,11) 2:(1,11) Avatar 2:(1,11) Moving north.
0:(33,25) 1:(1,11) 2:(1,11) Avatar 0:(33,25) Moving west.
0:(32,25) 1:(1,11) 2:(1,11) Avatar 1:(1,11) Sleeping.
0:(32,25) 1:(1,11) 2:(1,11) Avatar 2:(1,11) Moving east.
0:(32,25) 1:(1,11) 2:(2,11) Avatar 0:(32,25) Moving north.
0:(32,25) 1:(1,11) 2:(2,11) Avatar 1:(1,11) Moving east.
0:(32,25) 1:(2,11) 2:(2,11) Avatar 2:(2,11) Moving north.
0:(32,25) 1:(2,11) 2:(2,11) Avatar 0:(32,25) Moving south.
0:(32,25) 1:(2,11) 2:(2,11) Avatar 1:(2,11) Sleeping.
0:(32,25) 1:(2,11) 2:(2,11) Avatar 2:(2,11) Moving east.
0:(32,25) 1:(2,11) 2:(2,11) Avatar 0:(32,25) Moving west.
0:(31,25) 1:(2,11) 2:(2,11) Avatar 1:(2,11) Sleeping.
0:(31,25) 1:(2,11) 2:(2,11) Avatar 2:(2,11) Moving south.
0:(31,25) 1:(2,11) 2:(2,12) Avatar 0:(31,25) Moving north.
0:(31,24) 1:(2,11) 2:(2,12) Avatar 1:(2,11) Moving south.
0:(31,24) 1:(2,12) 2:(2,12) Avatar 2:(2,12) Moving east.
0:(31,24) 1:(2,12) 2:(3,12) Avatar 0:(31,24) Moving north.
0:(31,24) 1:(2,12) 2:(3,12) Avatar 1:(2,12) Moving east.
0:(31,24) 1:(3,12) 2:(3,12) Avatar 2:(3,12) Moving north.
0:(31,24) 1:(3,12) 2:(3,12) Avatar 0:(31,24) Moving east.
0:(31,24) 1:(3,12) 2:(3,12) Avatar 1:(3,12) Sleeping.
0:(31,24) 1:(3,12) 2:(3,12) Avatar 2:(3,12) Moving east.
0:(31,24) 1:(3,12) 2:(4,12) Avatar 0:(31,24) Moving west.
0:(30,24) 1:(3,12) 2:(4,12) Avatar 1:(3,12) Moving east.
0:(30,24) 1:(4,12) 2:(4,12) Avatar 2:(4,12) Moving north.
0:(30,24) 1:(4,12) 2:(4,11) Avatar 0:(30,24) Moving north.
0:(30,23) 1:(4,12) 2:(4,11) Avatar 1:(4,12) Moving north.
0:(30,23) 1:(4,11) 2:(4,11) Avatar 2:(4,11) Moving north.
0:(30,23) 1:(4,11) 2:(4,11) Avatar 0:(30,23) Moving north.
0:(30,23) 1:(4,11) 2:(4,11) Avatar 1:(4,11) Sleeping.
0:(30,23) 1:(4,11) 2:(4,11) Avatar 2:(4,11) Moving east.
0:(30,23) 1:(4,11) 2:(5,11) Avatar 0:(30,23) Moving east.
0:(31,23) 1:(4,11) 2:(5,11) Avatar 1:(4,11) Moving east.
0:(31,23) 1:(5,11) 2:(5,11) Avatar 2:(5,11) Moving north.
0:(31,23) 1:(5,11) 2:(5,11) Avatar 0:(31,23) Moving north.
0:(31,22) 1:(5,11) 2:(5,11) Avatar 1:(5,11) Sleeping.
0:(31,22) 1:(5,11) 2:(5,11) Avatar 2:(5,11) Moving east.
0:(31,22) 1:(5,11) 2:(5,11) Avatar 0:(31,22) Moving north.
0:(31,22) 1:(5,11) 2:(5,11) Avatar 1:(5,11) Sleeping.
0:(31,22) 1:(5,11) 2:(5,11) Avatar 2:(5,11) Moving south.
0:(31,22) 1:(5,11) 2:(5,12) Avatar 0:(31,22) Moving east.
0:(31,22) 1:(5,11) 2:(5,12) Avatar 1:(5,11) Moving south.
0:(31,22) 1:(5,12) 2:(5,12) Avatar 2:(5,12) Moving east.
0:(31,22) 1:(5,12) 2:(5,12) Avatar 0:(31,22) Moving west.
0:(30,22) 1:(5,12) 2:(5,12) Avatar 1:(5,12) Sleeping.
0:(30,22) 1:(5,12) 2:(5,12) Avatar 2:(5,12) Moving south.
0:(30,22) 1:(5,12) 2:(5,12) Avatar 0:(30,22) Moving north.
0:(30,21) 1:(5,12) 2:(5,12) Avatar 1:(5,12) Sleeping.
0:(30,21) 1:(5,12) 2:(5,12) Avatar 2:(5,12) Moving west.
0:(30,21) 1:(5,12) 2:(5,12) Avatar 0:(30,21) Moving north.
0:(30,21) 1:(5,12) 2:(5,12) Avatar 1:(5,12) Moving north.
0:(30,21) 1:(5,11) 2:(5,12) Avatar 2:(5,12) Moving north.
0:(30,21) 1:(5,11) 2:(5,11) Avatar 0:(30,21) Moving east.
0:(30,21) 1:(5,11) 2:(5,11) Avatar 1:(5,11) Moving west.
0:(30,21) 1:(4,11) 2:(5,11) Avatar 2:(5,11) Moving west.
0:(30,21) 1:(4,11) 2:(4,11) Avatar 0:(30,21) Moving west.
0:(29,21) 1:(4,11) 2:(4,11) Avatar 1:(4,11) Sleeping.
0:(29,21) 1:(4,11) 2:(4,11) Avatar 2:(4,11) Moving west.
0:(29,21) 1:(4,11) 2:(3,11) Avatar 0:(29,21) Moving north.
0:(29,21) 1:(4,11) 2:(3,11) Avatar 1:(4,11) Moving west.
0:(29,21) 1:(3,11) 2:(3,11) Avatar 2:(3,11) Moving north.
0:(29,21) 1:(3,11) 2:(3,10) Avatar 0:(29,21) Moving south.
0:(29,22) 1:(3,11) 2:(3,10) Avatar 1:(3,11) Moving north.
0:(29,22) 1:(3,10) 2:(3,10) Avatar 2:(3,10) Moving north.
0:(29,22) 1:(3,10) 2:(3,10) Avatar 0:(29,22) Moving east.
0:(29,22) 1:(3,10) 2:(3,10) Avatar 1:(3,10) Sleeping.
0:(29,22) 1:(3,10) 2:(3,10) Avatar 2:(3,10) Moving east.
0:(29,22) 1:(3,10) 2:(3,10) Avatar 0:(29,22) Moving south.
0:(29,23) 1:(3,10) 2:(3,10) Avatar 1:(3,10) Sleeping.
0:(29,23) 1:(3,10) 2:(3,10) Avatar 2:(3,10) Moving west.
0:(29,23) 1:(3,10) 2:(2,10) Avatar 0:(29,23) Moving east.
0:(29,23) 1:(3,10) 2:(2,10) Avatar 1:(3,10) Moving west.
0:(29,23) 1:(2,10) 2:(2,10) Avatar 2:(2,10) Moving north.
0:(29,23) 1:(2,10) 2:(2,10) Avatar 0:(29,23) Moving south.
0:(29,23) 1:(2,10) 2:(2,10) Avatar 1:(2,10) Sleeping.
0:(29,23) 1:(2,10) 2:(2,10) Avatar 2:(2,10) Moving west.
0:(29,23) 1:(2,10) 2:(2,10) Avatar 0:(29,23) Moving west.
0:(28,23) 1:(2,10) 2:(2,10) Avatar 1:(2,10) Moving east.
0:(28,23) 1:(3,10) 2:(2,10) Avatar 2:(2,10) Moving east.
0:(28,23) 1:(3,10) 2:(3,10) Avatar 0:(28,23) Moving south.
0:(28,23) 1:(3,10) 2:(3,10) Avatar 1:(3,10) Moving south.
0:(28,23) 1:(3,11) 2:(3,10) Avatar 2:(3,10) Moving south.
0:(28,23) 1:(3,11) 2:(3,11) Avatar 0:(28,23) Moving west.
0:(27,23) 1:(3,11) 2:(3,11) Avatar 1:(3,11) Moving east.
0:(27,23) 1:(4,11) 2:(3,11) Avatar 2:(3,11) Moving east.
0:(27,23) 1:(4,11) 2:(4,11) Avatar 0:(27,23) Moving south.
0:(27,24) 1:(4,11) 2:(4,11) Avatar 1:(4,11) Moving south.
0:(27,24) 1:(4,12) 2:(4,11) Avatar 2:(4,11) Moving south.
0:(27,24) 1:(4,12) 2:(4,12) Avatar 0:(27,24) Moving east.
0:(28,24) 1:(4,12) 2:(4,12) Avatar 1:(4,12) Sleeping.
0:(28,24) 1:(4,12) 2:(4,12) Avatar 2:(4,12) Moving south.
0:(28,24) 1:(4,12) 2:(4,12) Avatar 0:(28,24) Moving east.
0:(28,24) 1:(4,12) 2:(4,12) Avatar 1:(4,12) Moving west.
0:(28,24) 1:(3,12) 2:(4,12) Avatar 2:(4,12) Moving west.
0:(28,24) 1:(3,12) 2:(3,12) Avatar 0:(28,24) Moving south.
0:(28,25) 1:(3,12) 2:(3,12) Avatar 1:(3,12) Sleeping.
0:(28,25) 1:(3,12) 2:(3,12) Avatar 2:(3,12) Moving south.
0:(28,25) 1:(3,12) 2:(3,12) Avatar 0:(28,25) Moving east.
0:(29,25) 1:(3,12) 2:(3,12) Avatar 1:(3,12) Moving west.
0:(29,25) 1:(2,12) 2:(3,12) Avatar 2:(3,12) Moving west.
0:(29,25) 1:(2,12) 2:(2,12) Avatar 0:(29,25) Moving north.
0:(29,25) 1:(2,12) 2:(2,12) Avatar 1:(2,12) Sleeping.
0:(29,25) 1:(2,12) 2:(2,12) Avatar 2:(2,12) Moving south.
0:(29,25) 1:(2,12) 2:(2,12) Avatar 0:(29,25) Moving east.
0:(29,25) 1:(2,12) 2:(2,12) Avatar 1:(2,12) Sleeping.
0:(29,25) 1:(2,12) 2:(2,12) Avatar 2:(2,12) Moving west.
0:(29,25) 1:(2,12) 2:(1,12) Avatar 0:(29,25) Moving south.
0:(29,26) 1:(2,12) 2:(1,12) Avatar 1:(2,12) Moving west.
0:(29,26) 1:(1,12) 2:(1,12) Avatar 2:(1,12) Moving north.
0:(29,26) 1:(1,12) 2:(1,12) Avatar 0:(29,26) Moving east.
0:(30,26) 1:(1,12) 2:(1,12) Avatar 1:(1,12) Sleeping.
0:(30,26) 1:(1,12) 2:(1,12) Avatar 2:(1,12) Moving south.
0:(30,26) 1:(1,12) 2:(1,13) Avatar 0:(30,26) Moving north.
0:(30,26) 1:(1,12) 2:(1,13) Avatar 1:(1,12) Moving south.
0:(30,26) 1:(1,13) 2:(1,13) Avatar 2:(1,13) Moving east.
0:(30,26) 1:(1,13) 2:(1,13) Avatar 0:(30,26) Moving east.
0:(30,26) 1:(1,13) 2:(1,13) Avatar 1:(1,13) Sleeping.
0:(30,26) 1:(1,13) 2:(1,13) Avatar 2:(1,13) Moving west.
0:(30,26) 1:(1,13) 2:(1,13) Avatar 0:(30,26) Moving south.
0:(30,27) 1:(1,13) 2:(1,13) Avatar 1:(1,13) Moving north.
0:(30,27) 1:(1,12) 2:(1,13) Avatar 2:(1,13) Moving north.
0:(30,27) 1:(1,12) 2:(1,12) Avatar 0:(30,27) Moving east.
0:(31,27) 1:(1,12) 2:(1,12) Avatar 1:(1,12) Sleeping.
0:(31,27) 1:(1,12) 2:(1,12) Avatar 2:(1,12) Moving west.
0:(31,27) 1:(1,12) 2:(1,12) Avatar 0:(31,27) Moving north.
0:(31,27) 1:(1,12) 2:(1,12) Avatar 1:(1,12) Moving east.
0:(31,27) 1:(2,12) 2:(1,12) Avatar 2:(1,12) Moving east.
0:(31,27) 1:(2,12) 2:(2,12) Avatar 0:(31,27) Moving east.
0:(31,27) 1:(2,12) 2:(2,12) Avatar 1:(2,12) Moving north.
0:(31,27) 1:(2,11) 2:(2,12) Avatar 2:(2,12) Moving north.
0:(31,27) 1:(2,11) 2:(2,11) Avatar 0:(31,27) Moving south.
0:(31,28) 1:(2,11) 2:(2,11) Avatar 1:(2,11) Moving west.
0:(31,28) 1:(1,11) 2:(2,11) Avatar 2:(2,11) Moving west.
0:(31,28) 1:(1,11) 2:(1,11) Avatar 0:(31,28) Moving east.
0:(31,28) 1:(1,11) 2:(1,11) Avatar 1:(1,11) Moving west.
0:(31,28) 1:(0,11) 2:(1,11) Avatar 2:(1,11) Moving west.
0:(31,28) 1:(0,11) 2:(0,11) Avatar 0:(31,28) Moving south.
0:(31,28) 1:(0,11) 2:(0,11) Avatar 1:(0,11) Moving south.
0:(31,28) 1:(0,12) 2:(0,11) Avatar 2:(0,11) Moving south.
0:(31,28) 1:(0,12) 2:(0,12) Avatar 0:(31,28) Moving west.
0:(30,28) 1:(0,12) 2:(0,12) Avatar 1:(0,12) Moving south.
0:(30,28) 1:(0,13) 2:(0,12) Avatar 2:(0,12) Moving south.
0:(30,28) 1:(0,13) 2:(0,13) Avatar 0:(30,28) Moving north.
0:(30,28) 1:(0,13) 2:(0,13) Avatar 1:(0,13) Moving south.
0:(30,28) 1:(0,14) 2:(0,13) Avatar 2:(0,13) Moving south.
0:(30,28) 1:(0,14) 2:(0,14) Avatar 0:(30,28) Moving south.
0:(30,29) 1:(0,14) 2:(0,14) Avatar 1:(0,14) Sleeping.
0:(30,29) 1:(0,14) 2:(0,14) Avatar 2:(0,14) Moving south.
0:(30,29) 1:(0,14) 2:(0,15) Avatar 0:(30,29) Moving east.
0:(30,29) 1:(0,14) 2:(0,15) Avatar 1:(0,14) Moving south.
0:(30,29) 1:(0,15) 2:(0,15) Avatar 2:(0,15) Moving east.
0:(30,29) 1:(0,15) 2:(0,15) Avatar 0:(30,29) Moving south.
0:(30,30) 1:(0,15) 2:(0,15) Avatar 1:(0,15) Moving north.
0:(30,30) 1:(0,14) 2:(0,15) Avatar 2:(0,15) Moving north.
0:(30,30) 1:(0,14) 2:(0,14) Avatar 0:(30,30) Moving east.
0:(30,30) 1:(0,14) 2:(0,14) Avatar 1:(0,14) Moving east.
0:(30,30) 1:(1,14) 2:(0,14) Avatar 2:(0,14) Moving east.
0:(30,30) 1:(1,14) 2:(1,14) Avatar 0:(30,30) Moving south.
0:(30,31) 1:(1,14) 2:(1,14) Avatar 1:(1,14) Moving south.
0:(30,31) 1:(1,15) 2:(1,14) Avatar 2:(1,14) Moving south.
0:(30,31) 1:(1,15) 2:(1,15) Avatar 0:(30,31) Moving east.
0:(30,31) 1:(1,15) 2:(1,15) Avatar 1:(1,15) Sleeping.
0:(30,31) 1:(1,15) 2:(1,15) Avatar 2:(1,15) Moving east.
0:(30,31) 1:(1,15) 2:(1,15) Avatar 0:(30,31) Moving south.
0:(30,32) 1:(1,15) 2:(1,15) Avatar 1:(1,15) Moving south.
0:(30,32) 1:(1,16) 2:(1,15) Avatar 2:(1,15) Moving south.
0:(30,32) 1:(1,16) 2:(1,16) Avatar 0:(30,32) Moving east.
0:(31,32) 1:(1,16) 2:(1,16) Avatar 1:(1,16) Sleeping.
0:(31,32) 1:(1,16) 2:(1,16) Avatar 2:(1,16) Moving east.
0:(31,32) 1:(1,16) 2:(1,16) Avatar 0:(31,32) Moving north.
0:(31,31) 1:(1,16) 2:(1,16) Avatar 1:(1,16) Moving west.
0:(31,31) 1:(0,16) 2:(1,16) Avatar 2:(1,16) Moving west.
0:(31,31) 1:(0,16) 2:(0,16) Avatar 0:(31,31) Moving north.
0:(31,30) 1:(0,16) 2:(0,16) Avatar 1:(0,16) Moving south.
0:(31,30) 1:(0,17) 2:(0,16) Avatar 2:(0,16) Moving south.
0:(31,30) 1:(0,17) 2:(0,17) Avatar 0:(31,30) Moving north.
0:(31,29) 1:(0,17) 2:(0,17) Avatar 1:(0,17) Sleeping.
0:(31,29) 1:(0,17) 2:(0,17) Avatar 2:(0,17) Moving south.
0:(31,29) 1:(0,17) 2:(0,17) Avatar 0:(31,29) Moving east.
0:(32,29) 1:(0,17) 2:(0,17) Avatar 1:(0,17) Moving east.
0:(32,29) 1:(1,17) 2:(0,17) Avatar 2:(0,17) Moving east.
0:(32,29) 1:(1,17) 2:(1,17) Avatar 0:(32,29) Moving north.
0:(32,28) 1:(1,17) 2:(1,17) Avatar 1:(1,17) Moving east.
0:(32,28) 1:(2,17) 2:(1,17) Avatar 2:(1,17) Moving east.
0:(32,28) 1:(2,17) 2:(2,17) Avatar 0:(32,28) Moving north.
0:(32,28) 1:(2,17) 2:(2,17) Avatar 1:(2,17) Moving south.
0:(32,28) 1:(2,18) 2:(2,17) Avatar 2:(2,17) Moving south.
0:(32,28) 1:(2,18) 2:(2,18) Avatar 0:(32,28) Moving east.
0:(33,28) 1:(2,18) 2:(2,18) Avatar 1:(2,18) Sleeping.
0:(33,28) 1:(2,18) 2:(2,18) Avatar 2:(2,18) Moving west.
0:(33,28) 1:(2,18) 2:(1,18) Avatar 0:(33,28) Moving north.
0:(33,28) 1:(2,18) 2:(1,18) Avatar 1:(2,18) Moving west.
0:(33,28) 1:(1,18) 2:(1,18) Avatar 2:(1,18) Moving south.
0:(33,28) 1:(1,18) 2:(1,18) Avatar 0:(33,28) Moving east.
0:(34,28) 1:(1,18) 2:(1,18) Avatar 1:(1,18) Sleeping.
0:(34,28) 1:(1,18) 2:(1,18) Avatar 2:(1,18) Moving west.
0:(34,28) 1:(1,18) 2:(0,18) Avatar 0:(34,28) Moving east.
0:(35,28) 1:(1,18) 2:(0,18) Avatar 1:(1,18) Moving west.
0:(35,28) 1:(0,18) 2:(0,18) Avatar 2:(0,18) Moving south.
0:(35,28) 1:(0,18) 2:(0,19) Avatar 0:(35,28) Moving east.
0:(36,28) 1:(0,18) 2:(0,19) Avatar 1:(0,18) Moving south.
0:(36,28) 1:(0,19) 2:(0,19) Avatar 2:(0,19) Moving east.
0:(36,28) 1:(0,19) 2:(1,19) Avatar 0:(36,28) Moving east.
0:(37,28) 1:(0,19) 2:(1,19) Avatar 1:(0,19) Moving east.
0:(37,28) 1:(1,19) 2:(1,19) Avatar 2:(1,19) Moving south.
0:(37,28) 1:(1,19) 2:(1,20) Avatar 0:(37,28) Moving east.
0:(37,28) 1:(1,19) 2:(1,20) Avatar 1:(1,19) Moving south.
0:(37,28) 1:(1,20) 2:(1,20) Avatar 2:(1,20) Moving south.
0:(37,28) 1:(1,20) 2:(1,21) Avatar 0:(37,28) Moving south.
0:(37,29) 1:(1,20) 2:(1,21) Avatar 1:(1,20) Moving south.
0:(37,29) 1:(1,21) 2:(1,21) Avatar 2:(1,21) Moving east.
0:(37,29) 1:(1,21) 2:(2,21) Avatar 0:(37,29) Moving east.
0:(37,29) 1:(1,21) 2:(2,21) Avatar 1:(1,21) Moving east.
0:(37,29) 1:(2,21) 2:(2,21) Avatar 2:(2,21) Moving east.
0:(37,29) 1:(2,21) 2:(2,21) Avatar 0:(37,29) Moving south.
0:(37,30) 1:(2,21) 2:(2,21) Avatar 1:(2,21) Sleeping.
0:(37,30) 1:(2,21) 2:(2,21) Avatar 2:(2,21) Moving south.
0:(37,30) 1:(2,21) 2:(2,22) Avatar 0:(37,30) Moving east.
0:(38,30) 1:(2,21) 2:(2,22) Avatar 1:(2,21) Moving south.
0:(38,30) 1:(2,22) 2:(2,22) Avatar 2:(2,22) Moving east.
0:(38,30) 1:(2,22) 2:(2,22) Avatar 0:(38,30) Moving north.
0:(38,30) 1:(2,22) 2:(2,22) Avatar 1:(2,22) Sleeping.
0:(38,30) 1:(2,22) 2:(2,22) Avatar 2:(2,22) Moving south.
0:(38,30) 1:(2,22) 2:(2,22) Avatar 0:(38,30) Moving east.
0:(38,30) 1:(2,22) 2:(2,22) Avatar 1:(2,22) Sleeping.
0:(38,30) 1:(2,22) 2:(2,22) Avatar 2:(2,22) Moving west.
0:(38,30) 1:(2,22) 2:(1,22) Avatar 0:(38,30) Moving south.
0:(38,30) 1:(2,22) 2:(1,22) Avatar 1:(2,22) Moving west.
0:(38,30) 1:(1,22) 2:(1,22) Avatar 2:(1,22) Moving north.
0:(38,30) 1:(1,22) 2:(1,22) Avatar 0:(38,30) Moving west.
0:(37,30) 1:(1,22) 2:(1,22) Avatar 1:(1,22) Sleeping.
0:(37,30) 1:(1,22) 2:(1,22) Avatar 2:(1,22) Moving south.
